request_id,requester_role,clearance_level,device_managed,device_posture_score,mfa_passed,source_zone,target_zone,target_sensitivity,access_type,off_hours,change_ticket
REQ-003638,engineer,4,1,64,1,corporate,corporate,1,read,0,0
REQ-003639,admin,1,1,92,1,corporate,corporate,2,admin,0,0
REQ-003640,analyst,4,1,92,1,guest,corporate,4,read,0,0
REQ-003641,contractor,2,1,61,1,corporate,ot_network,1,write,0,0
REQ-003642,contractor,2,1,78,1,vpn,corporate,2,read,1,0
REQ-003643,analyst,2,1,65,1,corporate,corporate,1,read,0,0
REQ-003644,admin,4,1,58,1,corporate,corporate,4,write,0,1
REQ-003645,engineer,3,1,55,0,corporate,corporate,4,write,0,1
REQ-003646,analyst,4,1,100,1,corporate,corporate,1,write,0,0
REQ-003647,engineer,4,1,57,1,guest,corporate,1,write,0,0
REQ-003648,analyst,1,1,68,1,corporate,corporate,1,write,1,1
REQ-003649,engineer,4,1,66,0,guest,corporate,2,read,0,1
REQ-003650,engineer,2,0,69,1,guest,corporate,1,write,1,0
REQ-003651,contractor,1,1,90,1,vpn,corporate,2,admin,0,0
REQ-003652,analyst,2,1,79,1,corporate,ot_network,4,write,0,1
REQ-003653,engineer,3,0,69,1,corporate,restricted,3,read,1,0
REQ-003654,contractor,3,1,82,1,corporate,corporate,2,read,1,1
REQ-003655,engineer,1,0,80,1,corporate,corporate,2,write,1,1
REQ-003656,analyst,4,1,92,0,corporate,restricted,1,read,0,1
REQ-003657,engineer,4,1,55,1,corporate,corporate,2,read,1,1
REQ-003658,admin,3,1,61,1,corporate,corporate,3,read,0,0
REQ-003659,contractor,2,1,55,1,corporate,ot_network,2,read,0,1
REQ-003660,engineer,1,1,90,1,corporate,restricted,2,write,0,0
REQ-003661,admin,1,1,58,1,vpn,corporate,4,write,1,0
REQ-003662,engineer,4,1,87,1,corporate,ot_network,4,write,0,0
REQ-003663,admin,1,1,69,0,corporate,corporate,1,write,0,0
REQ-003664,engineer,1,1,73,1,corporate,ot_network,1,admin,0,0
REQ-003665,analyst,4,1,94,1,corporate,corporate,1,write,0,1
REQ-003666,engineer,2,1,95,1,corporate,ot_network,2,write,0,1
REQ-003667,analyst,2,1,98,1,guest,corporate,3,admin,0,1
REQ-003668,contractor,4,1,93,1,corporate,ot_network,1,read,0,0
REQ-003669,contractor,4,1,83,1,corporate,corporate,4,read,0,1
REQ-003670,contractor,2,1,63,0,vpn,corporate,1,read,0,1
REQ-003671,analyst,2,1,72,1,vpn,restricted,3,write,1,0
REQ-003672,engineer,4,1,95,1,guest,ot_network,2,read,0,1
REQ-003673,analyst,1,0,64,1,corporate,corporate,1,admin,1,0
REQ-003674,contractor,3,1,93,0,corporate,corporate,1,read,1,1
REQ-003675,admin,4,1,96,1,vpn,corporate,4,read,0,0
REQ-003676,analyst,3,1,95,1,corporate,restricted,1,admin,0,1
REQ-003677,admin,4,0,92,1,corporate,corporate,3,read,0,0
REQ-003678,analyst,3,1,99,1,vpn,restricted,3,write,0,1
REQ-003679,admin,1,1,63,1,corporate,corporate,2,read,1,1
REQ-003680,analyst,1,1,74,1,vpn,corporate,2,admin,0,0
REQ-003681,engineer,4,1,90,0,corporate,ot_network,1,admin,0,1
REQ-003682,analyst,1,1,86,1,corporate,corporate,1,write,0,1
REQ-003683,analyst,4,1,73,1,corporate,restricted,1,write,0,1
REQ-003684,engineer,4,0,63,1,corporate,corporate,3,read,0,1
REQ-003685,analyst,1,1,89,1,vpn,corporate,1,write,0,1
REQ-003686,admin,4,1,84,1,guest,corporate,4,admin,0,0
REQ-003687,engineer,2,1,61,1,corporate,corporate,3,read,0,1
REQ-003688,analyst,2,1,55,1,guest,corporate,3,read,0,0
REQ-003689,admin,4,1,93,0,corporate,ot_network,1,write,1,0
REQ-003690,admin,2,1,76,1,corporate,corporate,3,read,0,1
REQ-003691,analyst,3,1,62,1,corporate,corporate,3,read,0,0
REQ-003692,contractor,2,1,85,0,corporate,ot_network,4,write,0,1
REQ-003693,admin,4,1,88,1,vpn,ot_network,1,write,0,1
REQ-003694,admin,1,1,82,1,corporate,corporate,4,write,0,0
REQ-003695,engineer,3,1,98,1,vpn,corporate,4,read,0,0
REQ-003696,admin,1,1,74,1,corporate,corporate,4,write,0,0
REQ-003697,analyst,3,1,75,1,guest,ot_network,3,read,0,0
REQ-003698,analyst,2,1,62,1,corporate,corporate,2,write,0,0
REQ-003699,analyst,4,1,98,1,corporate,corporate,2,read,0,1
REQ-003700,analyst,1,1,77,1,corporate,corporate,3,read,0,0
REQ-003701,admin,3,1,63,0,corporate,corporate,2,read,0,0
REQ-003702,analyst,4,1,56,1,corporate,corporate,3,read,0,0
REQ-003703,analyst,2,1,98,1,guest,corporate,4,read,1,0
REQ-003704,admin,3,1,94,1,vpn,corporate,1,read,0,1
REQ-003705,admin,2,0,68,0,corporate,corporate,3,write,0,0
REQ-003706,analyst,4,0,56,1,vpn,corporate,3,read,0,0
REQ-003707,engineer,3,1,85,0,guest,corporate,2,read,1,0
REQ-003708,contractor,3,1,61,0,corporate,corporate,2,read,1,0
REQ-003709,admin,3,1,77,1,corporate,restricted,1,admin,0,1
REQ-003710,contractor,1,1,89,1,corporate,corporate,2,read,0,0
REQ-003711,analyst,4,1,55,0,vpn,ot_network,1,write,0,1
REQ-003712,analyst,2,0,83,1,corporate,ot_network,2,read,0,1
REQ-003713,contractor,4,1,68,1,corporate,corporate,1,read,0,0
REQ-003714,engineer,2,1,66,1,corporate,corporate,4,read,0,0
REQ-003715,admin,3,1,74,0,corporate,corporate,3,write,0,1
REQ-003716,admin,4,1,58,1,corporate,corporate,1,write,0,1
REQ-003717,analyst,1,1,91,1,vpn,corporate,3,write,1,0
REQ-003718,engineer,2,1,86,1,corporate,ot_network,1,read,0,1
REQ-003719,contractor,4,1,95,1,corporate,corporate,3,read,1,1
REQ-003720,admin,4,1,82,0,corporate,ot_network,2,write,0,1
REQ-003721,engineer,3,1,90,1,guest,corporate,1,read,0,1
REQ-003722,engineer,2,1,61,1,vpn,corporate,1,admin,0,0
REQ-003723,admin,2,1,79,1,guest,corporate,1,write,0,0
REQ-003724,admin,4,1,64,1,vpn,corporate,2,read,0,0
REQ-003725,admin,3,1,57,1,corporate,corporate,2,read,0,1
REQ-003726,engineer,1,1,60,1,vpn,corporate,2,write,0,0
REQ-003727,contractor,2,1,93,1,guest,corporate,4,write,0,0
REQ-003728,admin,3,1,72,1,corporate,corporate,4,write,0,0
REQ-003729,contractor,2,1,55,1,corporate,corporate,1,write,0,0
REQ-003730,admin,2,1,93,1,guest,corporate,1,write,0,0
REQ-003731,engineer,3,1,74,1,corporate,corporate,3,write,0,1
REQ-003732,analyst,3,1,91,1,vpn,restricted,1,read,0,0
REQ-003733,contractor,3,1,73,1,corporate,ot_network,2,write,0,0
REQ-003734,contractor,4,1,82,1,vpn,corporate,4,write,1,1
REQ-003735,analyst,3,1,62,1,vpn,corporate,3,write,0,1
REQ-003736,analyst,1,1,63,0,corporate,corporate,1,write,0,0
REQ-003737,admin,2,1,84,0,vpn,corporate,1,write,1,0
REQ-003738,analyst,3,1,78,0,corporate,restricted,1,admin,0,0
REQ-003739,engineer,3,1,80,0,vpn,corporate,2,read,0,0
REQ-003740,analyst,1,1,98,1,corporate,restricted,3,read,0,1
REQ-003741,engineer,3,1,79,0,guest,restricted,1,write,0,0
REQ-003742,contractor,3,1,70,1,corporate,ot_network,2,read,0,1
REQ-003743,analyst,4,1,62,1,vpn,corporate,3,admin,1,1
REQ-003744,engineer,2,1,76,1,guest,corporate,1,read,0,1
REQ-003745,engineer,2,0,82,0,corporate,corporate,1,admin,1,1
REQ-003746,contractor,2,1,69,1,corporate,corporate,3,read,0,0
REQ-003747,admin,3,1,72,1,corporate,corporate,3,write,1,0
REQ-003748,engineer,3,1,67,1,vpn,restricted,4,read,0,1
REQ-003749,admin,2,0,98,1,vpn,corporate,1,read,0,0
REQ-003750,engineer,2,1,61,1,corporate,restricted,1,read,1,0
REQ-003751,contractor,3,0,68,1,corporate,corporate,1,read,0,1
REQ-003752,admin,1,1,75,1,corporate,ot_network,2,write,0,0
REQ-003753,analyst,3,1,83,1,vpn,corporate,4,admin,1,1
REQ-003754,admin,1,1,77,1,guest,corporate,1,read,0,0
REQ-003755,admin,1,0,95,1,guest,corporate,4,write,1,0
REQ-003756,admin,1,1,71,1,vpn,ot_network,4,read,1,0
REQ-003757,engineer,1,1,95,1,corporate,corporate,1,read,0,0
REQ-003758,engineer,2,1,61,1,vpn,ot_network,4,write,1,1
REQ-003759,contractor,1,1,93,1,corporate,restricted,3,write,0,0
REQ-003760,admin,4,1,75,1,corporate,corporate,1,read,0,0
REQ-003761,contractor,1,1,69,1,corporate,corporate,2,read,0,0
REQ-003762,engineer,1,1,83,0,vpn,ot_network,3,write,0,0
REQ-003763,analyst,4,1,85,1,corporate,corporate,1,read,1,0
REQ-003764,engineer,3,1,91,1,vpn,corporate,3,read,0,0
REQ-003765,admin,2,1,73,0,vpn,ot_network,1,admin,1,0
REQ-003766,analyst,3,0,66,1,corporate,corporate,1,read,1,0
REQ-003767,engineer,3,1,75,1,vpn,corporate,1,write,1,0
REQ-003768,engineer,3,1,96,1,corporate,restricted,1,read,1,1
REQ-003769,admin,2,1,76,1,vpn,ot_network,4,write,0,1
REQ-003770,admin,4,1,100,1,vpn,corporate,1,admin,0,1
REQ-003771,contractor,1,1,71,1,vpn,restricted,1,admin,0,0
REQ-003772,engineer,2,1,82,1,corporate,ot_network,3,read,0,0
REQ-003773,analyst,2,0,99,1,corporate,corporate,1,read,0,0
REQ-003774,admin,2,0,84,0,corporate,corporate,4,write,0,0
REQ-003775,admin,4,1,85,1,corporate,corporate,4,write,0,1
REQ-003776,analyst,4,1,59,0,vpn,corporate,1,write,1,0
REQ-003777,engineer,4,1,60,0,vpn,corporate,4,write,0,0
REQ-003778,contractor,3,1,57,1,corporate,restricted,1,admin,1,0
REQ-003779,analyst,2,1,85,1,corporate,ot_network,4,admin,0,1
REQ-003780,engineer,4,1,80,0,corporate,ot_network,2,write,0,0
REQ-003781,analyst,3,1,76,1,corporate,ot_network,1,read,0,0
REQ-003782,admin,1,1,99,0,corporate,corporate,1,write,0,0
REQ-003783,engineer,4,1,76,1,vpn,corporate,3,read,1,1
REQ-003784,admin,2,1,59,1,vpn,ot_network,1,write,1,0
REQ-003785,analyst,2,0,100,0,vpn,ot_network,4,read,1,0
REQ-003786,engineer,1,1,74,1,guest,ot_network,1,write,0,0
REQ-003787,analyst,4,1,89,1,corporate,corporate,3,read,0,0
REQ-003788,admin,4,1,73,1,corporate,restricted,4,admin,0,1
REQ-003789,analyst,2,1,60,0,guest,ot_network,3,admin,1,0
REQ-003790,engineer,4,1,68,1,corporate,ot_network,1,write,1,1
REQ-003791,analyst,4,1,90,1,corporate,corporate,4,read,0,1
REQ-003792,admin,1,1,83,1,guest,ot_network,2,admin,0,0
REQ-003793,contractor,3,1,56,1,guest,restricted,1,write,0,0
REQ-003794,admin,2,0,82,1,guest,corporate,1,admin,0,0
REQ-003795,admin,2,1,67,1,vpn,ot_network,3,read,1,0
REQ-003796,admin,4,1,62,1,corporate,corporate,4,write,0,0
REQ-003797,analyst,3,1,64,1,corporate,ot_network,1,write,0,0
REQ-003798,contractor,1,1,84,1,corporate,corporate,3,write,0,0
REQ-003799,engineer,4,1,60,0,vpn,corporate,1,read,0,1
REQ-003800,admin,2,1,89,1,guest,corporate,3,write,1,1
REQ-003801,contractor,2,1,63,1,guest,restricted,1,write,0,1
REQ-003802,contractor,3,1,70,1,corporate,ot_network,1,write,0,0
REQ-003803,admin,4,1,55,1,corporate,corporate,1,admin,0,0
REQ-003804,contractor,1,1,60,1,corporate,ot_network,3,write,0,1
REQ-003805,contractor,2,0,71,1,corporate,ot_network,3,admin,1,1
REQ-003806,engineer,2,1,98,1,corporate,corporate,4,read,0,0
REQ-003807,contractor,4,1,70,1,vpn,corporate,2,admin,0,1
REQ-003808,admin,4,0,65,1,vpn,ot_network,1,write,0,0
REQ-003809,admin,2,1,67,1,corporate,restricted,3,write,0,1
REQ-003810,engineer,3,1,96,1,corporate,corporate,1,write,0,0
REQ-003811,contractor,2,0,77,0,corporate,ot_network,4,read,0,1
REQ-003812,contractor,2,1,100,0,vpn,corporate,2,read,0,1
REQ-003813,admin,1,1,64,0,guest,restricted,2,read,1,0
REQ-003814,analyst,3,1,99,0,vpn,restricted,3,write,0,0
REQ-003815,admin,3,1,60,1,corporate,corporate,3,write,0,1
REQ-003816,analyst,3,1,98,1,guest,ot_network,2,read,0,0
REQ-003817,contractor,2,1,81,1,vpn,corporate,2,admin,0,0
REQ-003818,engineer,4,0,62,1,vpn,corporate,1,read,1,0
REQ-003819,admin,4,1,70,1,corporate,ot_network,2,admin,0,0
REQ-003820,engineer,3,1,91,1,corporate,ot_network,2,write,1,0
REQ-003821,analyst,4,1,64,1,vpn,corporate,2,read,0,1
REQ-003822,analyst,2,1,98,0,corporate,corporate,2,admin,0,0
REQ-003823,analyst,3,1,87,1,corporate,corporate,2,admin,1,0
REQ-003824,engineer,2,1,69,1,corporate,ot_network,1,admin,0,1
REQ-003825,admin,2,1,76,1,vpn,corporate,1,write,0,1
REQ-003826,analyst,2,1,89,1,corporate,corporate,1,read,0,0
REQ-003827,contractor,3,1,75,0,guest,ot_network,3,read,0,0
REQ-003828,engineer,2,1,86,1,corporate,corporate,1,admin,0,1
REQ-003829,analyst,3,1,92,1,corporate,corporate,2,write,0,0
REQ-003830,admin,4,0,73,1,guest,restricted,2,read,1,0
REQ-003831,contractor,3,1,91,1,guest,restricted,1,read,0,0
REQ-003832,engineer,2,1,78,1,vpn,restricted,4,read,0,1
REQ-003833,engineer,2,1,95,1,vpn,corporate,2,write,0,0
REQ-003834,analyst,2,1,90,1,vpn,corporate,3,write,1,0
REQ-003835,analyst,2,0,71,0,guest,ot_network,1,read,0,0
REQ-003836,analyst,4,1,55,1,corporate,corporate,2,write,0,0
REQ-003837,contractor,4,1,91,1,guest,ot_network,2,write,0,1
REQ-003838,contractor,3,1,83,1,vpn,restricted,1,read,0,1
REQ-003839,analyst,4,1,60,1,vpn,restricted,2,write,1,0
REQ-003840,contractor,3,1,99,1,guest,corporate,1,write,0,0
REQ-003841,contractor,4,1,65,0,corporate,restricted,1,write,0,0
REQ-003842,admin,3,1,78,1,corporate,restricted,3,read,0,0
REQ-003843,contractor,4,1,67,1,corporate,ot_network,4,write,1,1
REQ-003844,admin,4,1,81,0,corporate,ot_network,3,read,1,0
REQ-003845,contractor,3,1,65,0,corporate,corporate,1,admin,0,1
REQ-003846,engineer,1,1,87,1,corporate,corporate,2,read,0,0
REQ-003847,engineer,2,1,71,1,corporate,ot_network,3,write,0,1
REQ-003848,engineer,2,1,93,1,corporate,corporate,4,read,0,0
REQ-003849,engineer,3,0,68,0,guest,corporate,1,write,0,0
REQ-003850,analyst,4,1,79,1,corporate,restricted,3,read,1,1
REQ-003851,contractor,1,1,76,1,vpn,corporate,2,write,0,0
REQ-003852,analyst,2,1,94,1,corporate,corporate,4,read,1,1
REQ-003853,analyst,3,1,91,1,corporate,corporate,4,write,0,0
REQ-003854,admin,4,1,87,1,corporate,corporate,3,write,1,0
REQ-003855,analyst,4,1,78,1,corporate,restricted,2,write,0,0
REQ-003856,engineer,2,1,68,0,vpn,restricted,2,write,0,0
REQ-003857,admin,3,1,93,1,vpn,corporate,2,write,0,0
REQ-003858,contractor,1,1,95,0,vpn,corporate,2,admin,0,1
REQ-003859,contractor,2,1,82,1,vpn,ot_network,1,write,0,0
REQ-003860,admin,4,0,85,1,guest,restricted,3,write,0,1
REQ-003861,analyst,4,1,57,1,corporate,corporate,3,write,0,1
REQ-003862,contractor,2,1,69,1,corporate,corporate,3,write,1,1
REQ-003863,engineer,3,1,58,1,vpn,ot_network,2,write,0,0
REQ-003864,engineer,2,1,76,1,guest,ot_network,4,write,0,1
REQ-003865,engineer,3,1,74,1,vpn,restricted,2,write,1,0
REQ-003866,contractor,2,1,58,1,vpn,ot_network,3,read,0,1
REQ-003867,analyst,3,1,70,1,vpn,corporate,1,read,0,0
REQ-003868,admin,4,1,84,1,guest,corporate,3,write,1,1
REQ-003869,admin,2,1,75,0,corporate,ot_network,3,admin,1,0
REQ-003870,contractor,4,1,59,0,guest,corporate,1,write,0,0
REQ-003871,contractor,2,1,73,1,corporate,ot_network,1,read,0,0
REQ-003872,analyst,2,1,56,1,corporate,corporate,4,write,0,1
REQ-003873,contractor,4,1,71,0,corporate,corporate,4,read,1,0
REQ-003874,analyst,3,1,77,1,corporate,corporate,2,write,0,1
REQ-003875,analyst,4,1,70,1,corporate,corporate,1,write,1,1
REQ-003876,engineer,1,0,79,0,vpn,corporate,1,read,0,0
REQ-003877,admin,3,1,89,1,vpn,ot_network,2,read,0,1
REQ-003878,admin,4,1,62,1,vpn,corporate,3,read,0,1
REQ-003879,admin,3,1,72,0,vpn,corporate,1,write,0,0
REQ-003880,analyst,3,1,83,1,vpn,corporate,1,read,0,0
REQ-003881,admin,4,1,92,1,corporate,restricted,2,read,0,1
REQ-003882,analyst,1,1,81,1,guest,corporate,3,write,0,0
REQ-003883,engineer,3,1,93,0,corporate,restricted,2,read,0,1
REQ-003884,admin,4,0,59,1,corporate,corporate,1,write,0,1
REQ-003885,engineer,3,1,77,1,vpn,ot_network,2,read,1,0
REQ-003886,admin,1,1,96,1,vpn,ot_network,2,read,1,1
REQ-003887,contractor,2,1,75,1,vpn,corporate,1,read,0,1
REQ-003888,analyst,2,1,80,1,corporate,restricted,2,write,0,1
REQ-003889,engineer,2,1,60,1,corporate,ot_network,2,write,0,1
REQ-003890,admin,1,1,77,1,corporate,ot_network,1,read,0,1
REQ-003891,admin,3,1,83,1,corporate,restricted,1,read,0,1
REQ-003892,contractor,1,1,80,0,vpn,corporate,2,read,0,0
REQ-003893,engineer,3,0,63,1,corporate,corporate,3,admin,0,0
REQ-003894,engineer,2,1,63,1,corporate,ot_network,1,read,0,0
REQ-003895,analyst,3,1,66,1,corporate,ot_network,2,write,0,1
REQ-003896,contractor,4,1,96,1,vpn,corporate,2,write,0,1
REQ-003897,engineer,1,1,65,0,guest,corporate,4,read,0,0
REQ-003898,analyst,2,1,99,1,corporate,ot_network,4,write,0,0
REQ-003899,engineer,2,1,91,0,guest,corporate,2,read,0,0
REQ-003900,contractor,2,1,62,1,corporate,corporate,3,read,1,0
REQ-003901,admin,3,1,55,1,vpn,ot_network,2,write,1,1
REQ-003902,contractor,2,1,98,1,corporate,corporate,3,write,0,1
REQ-003903,admin,4,1,66,1,corporate,corporate,2,admin,0,0
REQ-003904,engineer,2,1,98,1,guest,ot_network,2,write,1,1
REQ-003905,admin,2,1,85,1,corporate,corporate,2,read,0,0
REQ-003906,engineer,2,1,80,1,guest,corporate,1,read,0,1
REQ-003907,engineer,4,0,86,1,corporate,ot_network,4,admin,1,0
REQ-003908,analyst,3,1,76,1,corporate,corporate,2,write,0,1
REQ-003909,admin,2,1,97,1,corporate,corporate,3,admin,0,1
REQ-003910,contractor,4,1,98,1,corporate,corporate,2,admin,0,1
REQ-003911,admin,3,1,81,0,corporate,corporate,2,admin,1,1
REQ-003912,engineer,4,1,72,1,guest,corporate,3,write,0,1
REQ-003913,engineer,2,1,58,1,corporate,ot_network,4,read,0,1
REQ-003914,engineer,3,1,96,1,vpn,ot_network,4,read,0,0
REQ-003915,admin,2,1,73,1,vpn,ot_network,2,write,1,1
REQ-003916,admin,2,1,68,0,vpn,corporate,1,read,0,0
REQ-003917,analyst,2,1,97,0,vpn,restricted,2,read,1,0
REQ-003918,contractor,1,1,72,1,corporate,corporate,2,write,1,0
REQ-003919,admin,2,1,71,1,vpn,ot_network,1,admin,0,1
REQ-003920,contractor,2,1,60,1,vpn,corporate,1,read,1,0
REQ-003921,admin,2,1,68,1,corporate,corporate,3,read,0,0
REQ-003922,analyst,1,1,72,1,corporate,ot_network,1,write,1,0
REQ-003923,contractor,3,1,76,1,corporate,corporate,2,read,0,1
REQ-003924,engineer,4,1,95,1,corporate,restricted,2,read,0,1
REQ-003925,contractor,4,1,63,1,corporate,ot_network,1,write,1,0
REQ-003926,analyst,4,1,64,1,vpn,corporate,3,write,0,0
REQ-003927,engineer,3,0,69,1,vpn,corporate,2,write,1,0
REQ-003928,analyst,2,1,84,1,corporate,corporate,1,read,0,1
REQ-003929,engineer,3,1,80,1,vpn,corporate,3,read,0,1
REQ-003930,contractor,1,1,63,1,vpn,corporate,1,read,0,0
REQ-003931,analyst,2,1,100,1,corporate,corporate,3,read,0,0
REQ-003932,contractor,3,1,67,1,vpn,restricted,2,read,0,0
REQ-003933,analyst,4,1,99,1,vpn,corporate,1,read,0,0
REQ-003934,engineer,2,1,71,1,corporate,corporate,3,read,0,0
REQ-003935,admin,2,1,97,1,corporate,corporate,1,read,1,1
REQ-003936,admin,3,1,65,0,corporate,restricted,2,read,0,1
REQ-003937,engineer,3,1,79,1,corporate,restricted,2,read,0,0
REQ-003938,admin,2,1,74,1,corporate,ot_network,3,read,0,0
REQ-003939,admin,4,0,93,1,guest,corporate,4,read,0,0
REQ-003940,analyst,2,1,59,1,corporate,ot_network,4,read,0,0
REQ-003941,engineer,1,1,55,1,corporate,corporate,2,read,0,1
REQ-003942,admin,3,1,62,1,vpn,ot_network,2,write,0,0
REQ-003943,contractor,3,1,77,1,corporate,ot_network,3,write,0,0
REQ-003944,contractor,1,1,65,0,corporate,corporate,1,read,0,1
REQ-003945,engineer,4,1,85,1,corporate,restricted,2,admin,0,1
REQ-003946,engineer,4,1,96,1,corporate,corporate,4,admin,0,0
REQ-003947,analyst,4,1,88,0,corporate,ot_network,1,read,0,1
REQ-003948,analyst,3,1,92,1,vpn,corporate,1,admin,0,0
REQ-003949,contractor,2,1,61,1,corporate,ot_network,1,read,1,1
REQ-003950,contractor,4,1,68,1,vpn,corporate,2,read,0,1
REQ-003951,contractor,3,1,63,1,corporate,corporate,2,write,0,1
REQ-003952,admin,4,1,62,1,guest,corporate,1,read,0,0
REQ-003953,contractor,1,1,81,0,corporate,corporate,2,read,0,0
REQ-003954,contractor,3,1,58,1,vpn,corporate,4,read,0,0
REQ-003955,engineer,1,1,74,0,guest,corporate,3,write,0,0
REQ-003956,contractor,2,1,76,1,corporate,restricted,4,write,0,0
REQ-003957,admin,3,1,91,1,vpn,restricted,1,write,1,1
REQ-003958,contractor,3,1,84,1,corporate,corporate,1,write,0,1
REQ-003959,engineer,1,1,58,1,corporate,ot_network,2,write,0,1
REQ-003960,analyst,2,1,82,1,vpn,corporate,3,read,1,0
REQ-003961,contractor,4,0,68,1,corporate,ot_network,2,admin,0,1
REQ-003962,engineer,3,1,83,1,corporate,corporate,3,write,0,0
REQ-003963,admin,4,1,70,1,vpn,ot_network,3,write,0,0
REQ-003964,contractor,4,1,59,1,corporate,ot_network,2,write,1,0
REQ-003965,admin,1,1,84,0,corporate,corporate,3,admin,0,1
REQ-003966,engineer,3,1,57,1,corporate,corporate,3,read,0,1
REQ-003967,analyst,3,1,94,0,vpn,ot_network,3,admin,0,0
REQ-003968,engineer,4,1,66,1,corporate,corporate,2,read,1,0
REQ-003969,admin,3,1,69,1,corporate,restricted,3,write,0,1
REQ-003970,analyst,4,1,80,1,corporate,corporate,2,write,0,0
REQ-003971,admin,3,1,82,1,corporate,corporate,2,write,1,1
REQ-003972,admin,2,1,64,1,corporate,restricted,3,write,0,0
REQ-003973,admin,3,1,63,1,corporate,ot_network,4,write,0,1
REQ-003974,contractor,4,0,97,1,corporate,corporate,3,read,0,1
REQ-003975,engineer,2,1,79,1,guest,corporate,3,read,0,0
REQ-003976,contractor,3,1,69,1,vpn,corporate,2,write,0,0
REQ-003977,analyst,1,1,80,1,corporate,corporate,2,write,1,1
REQ-003978,admin,2,1,56,1,vpn,corporate,2,read,1,1
REQ-003979,engineer,4,1,69,1,guest,corporate,2,write,1,0
REQ-003980,engineer,2,0,64,1,vpn,ot_network,2,write,0,0
REQ-003981,contractor,2,1,84,1,corporate,ot_network,3,admin,0,0
REQ-003982,analyst,3,0,60,1,vpn,corporate,3,read,0,0
REQ-003983,admin,1,1,68,0,guest,corporate,3,read,0,0
REQ-003984,analyst,4,0,68,1,corporate,corporate,1,admin,0,1
REQ-003985,admin,2,1,92,1,guest,corporate,2,read,0,1
REQ-003986,analyst,1,1,64,1,corporate,corporate,3,read,0,1
REQ-003987,analyst,4,1,97,1,corporate,corporate,2,write,1,1
REQ-003988,engineer,1,1,86,1,corporate,corporate,2,read,0,1
REQ-003989,engineer,4,1,95,0,guest,corporate,4,read,1,0
REQ-003990,engineer,2,1,92,1,vpn,corporate,1,admin,1,0
REQ-003991,engineer,3,1,88,1,vpn,corporate,4,write,0,1
REQ-003992,contractor,2,1,64,1,corporate,corporate,1,read,0,1
REQ-003993,analyst,4,1,59,1,vpn,restricted,2,admin,0,1
REQ-003994,engineer,1,1,70,1,corporate,restricted,4,read,0,1
REQ-003995,contractor,1,0,61,0,vpn,restricted,2,write,0,1
REQ-003996,contractor,3,1,60,1,guest,ot_network,2,admin,0,0
REQ-003997,contractor,2,1,67,0,corporate,restricted,4,write,0,0
REQ-003998,contractor,4,1,87,1,corporate,corporate,4,write,0,0
REQ-003999,analyst,2,1,87,1,vpn,corporate,2,read,0,1
REQ-004000,admin,4,1,81,1,corporate,corporate,2,read,0,1
REQ-004001,analyst,4,1,64,0,corporate,restricted,3,write,1,0
REQ-004002,admin,2,1,74,1,corporate,corporate,2,read,0,1
REQ-004003,contractor,3,1,97,1,vpn,corporate,2,write,0,1
REQ-004004,engineer,3,1,81,1,guest,corporate,1,read,1,1
REQ-004005,contractor,1,0,90,1,guest,ot_network,1,write,0,0
REQ-004006,analyst,2,1,76,1,corporate,corporate,2,read,0,0
REQ-004007,engineer,3,1,95,1,corporate,ot_network,3,read,0,1
REQ-004008,analyst,3,1,66,1,guest,corporate,1,write,0,1
REQ-004009,engineer,3,1,87,1,vpn,restricted,1,write,0,1
REQ-004010,analyst,3,0,95,1,corporate,restricted,2,read,0,1
REQ-004011,contractor,4,1,82,1,corporate,restricted,1,read,0,1
REQ-004012,engineer,4,1,65,0,corporate,corporate,3,read,1,0
REQ-004013,analyst,4,1,63,1,corporate,restricted,1,read,0,0
REQ-004014,admin,2,1,82,1,corporate,corporate,1,read,0,0
REQ-004015,analyst,1,1,94,1,vpn,ot_network,2,read,1,0
REQ-004016,analyst,4,1,85,1,corporate,ot_network,4,read,0,1
REQ-004017,contractor,3,1,100,0,vpn,corporate,1,read,1,1
REQ-004018,admin,3,1,75,1,guest,corporate,1,write,0,1
REQ-004019,analyst,1,1,90,1,guest,corporate,2,read,0,1
REQ-004020,analyst,2,1,95,1,corporate,corporate,1,write,0,1
REQ-004021,admin,1,1,84,1,corporate,corporate,1,read,0,0
REQ-004022,engineer,4,1,65,0,vpn,corporate,2,read,0,0
REQ-004023,admin,1,1,72,1,corporate,restricted,4,read,0,1
REQ-004024,engineer,4,1,88,1,corporate,corporate,1,write,0,1
REQ-004025,admin,2,1,100,1,guest,ot_network,1,read,1,0
REQ-004026,admin,2,1,64,1,vpn,corporate,1,read,0,1
REQ-004027,analyst,1,1,74,1,corporate,corporate,1,write,1,0
REQ-004028,contractor,2,1,95,0,vpn,corporate,2,admin,0,0
REQ-004029,analyst,2,1,84,0,vpn,ot_network,1,admin,0,1
REQ-004030,contractor,3,1,77,1,vpn,restricted,2,write,1,0
REQ-004031,admin,3,1,57,0,corporate,corporate,4,write,1,1
REQ-004032,analyst,3,1,67,1,corporate,ot_network,3,read,0,0
REQ-004033,contractor,3,1,59,0,corporate,restricted,2,read,1,0
REQ-004034,analyst,3,1,56,1,vpn,corporate,3,write,0,1
REQ-004035,engineer,4,1,90,0,vpn,corporate,1,read,0,1
